V1	V4	V5	V7	gene_name	gene_id
10	70815948	70881184	+	SGPL1	ENSG00000166224.17
10	70882280	70888565	-	PCBD1	ENSG00000166228.9
10	71212570	71302864	+	UNC5B	ENSG00000107731.12
10	71319259	71381423	+	SLC29A3	ENSG00000198246.9
10	71396920	71815947	+	CDH23	ENSG00000107736.21
10	71711701	71737824	-	C10orf105	ENSG00000214688.6
10	71747556	71773520	-	VSIR	ENSG00000107738.20
10	71816298	71851325	-	PSAP	ENSG00000197746.14
10	71964395	72013558	+	CHST3	ENSG00000122863.6
10	72059034	72089032	-	SPOCK2	ENSG00000107742.13
10	72096032	72217134	-	ASCC1	ENSG00000138303.18
10	72216000	72235860	+	ANAPC16	ENSG00000166295.9
10	72273924	72276036	+	DDIT4	ENSG00000168209.5
10	72332830	72355149	-	DNAJB12	ENSG00000148719.15
10	72367327	72626191	-	MICU1	ENSG00000107745.19
10	72692131	72887694	+	MCU	ENSG00000156026.14
10	72893584	72933036	+	OIT3	ENSG00000138315.13
10	72934762	72954806	-	PLA2G12B	ENSG00000138308.6
10	73007217	73096974	-	P4HA1	ENSG00000122884.12
10	73110375	73131828	+	NUDT13	ENSG00000166321.14
10	73130155	73169055	-	ECD	ENSG00000122882.11
10	73168119	73244504	+	FAM149B1	ENSG00000138286.15
10	73183362	73247255	-	DNAJC9	ENSG00000213551.7
10	73248843	73252693	-	MRPS16	ENSG00000182180.14
10	73253759	73358859	-	CFAP70	ENSG00000156042.18
10	73375101	73414076	-	ANXA7	ENSG00000138279.16
10	73423579	73433561	-	MSS51	ENSG00000166343.10
10	73436433	73496024	-	PPP3CB	ENSG00000107758.16
10	73497538	73625953	-	USP54	ENSG00000166348.18
10	73631612	73641474	-	MYOZ1	ENSG00000177791.12
10	73644881	73663803	-	SYNPO2L	ENSG00000166317.12
10	73674287	73697881	-	AGAP5	ENSG00000172650.14
10	73744372	73772161	+	SEC24C	ENSG00000176986.16
10	73772276	73780251	+	FUT11	ENSG00000196968.11
10	73782047	73783652	+	CHCHD1	ENSG00000172586.8
10	73785606	73801797	+	ZSWIM8	ENSG00000214655.11
10	73796514	73811651	-	AC022400.5	ENSG00000272916.5
10	73801911	73811798	-	NDST2	ENSG00000166507.19
10	73812501	73874591	-	CAMK2G	ENSG00000148660.20
10	73909177	73917496	+	PLAU	ENSG00000122861.16
10	73995193	74121363	+	VCL	ENSG00000035403.18
10	74120255	74150842	-	AP3M1	ENSG00000185009.13
10	74151202	74709963	+	ADK	ENSG00000156110.15
10	74824927	75032624	+	KAT6B	ENSG00000156650.14
10	75037836	75058514	-	DUSP29	ENSG00000188716.5
10	75094432	75109221	-	DUSP13	ENSG00000079393.20
10	75099586	75182123	+	SAMD8	ENSG00000156671.15
10	75210154	75231448	+	VDAC2	ENSG00000165637.13
10	75233641	75236030	-	COMTD1	ENSG00000165644.11
10	75397830	75401764	-	ZNF503	ENSG00000165655.17
10	75431624	76560168	+	LRMDA	ENSG00000148655.15
10	76869601	77638369	-	KCNMA1	ENSG00000156113.24
10	77790791	77926755	-	DLG5	ENSG00000151208.17
10	77969251	78029515	-	POLR3A	ENSG00000148606.13
10	78033760	78056813	+	RPS24	ENSG00000138326.21
10	79068966	79316528	+	ZMIZ1	ENSG00000108175.17
10	79347469	79355334	+	PPIF	ENSG00000108179.14
10	79382325	79445624	-	ZCCHC24	ENSG00000165424.7
10	79512601	79516440	+	EIF5AL1	ENSG00000253626.3
10	79555852	79560407	-	SFTPA2	ENSG00000185303.17
10	79610939	79615455	+	SFTPA1	ENSG00000122852.15
10	79703227	79714681	+	NUTM2B	ENSG00000188199.10
10	79841358	79850878	+	NUTM2E	ENSG00000228570.7
10	79937467	79982614	-	SFTPD	ENSG00000133661.17
10	80078646	80092557	+	TMEM254	ENSG00000133678.14
10	80131682	80145359	+	PLAC9	ENSG00000189129.14
10	80150889	80205572	-	ANXA11	ENSG00000122359.18
10	80271820	80289658	-	MAT1A	ENSG00000151224.13
10	80336105	80356755	-	DYDC1	ENSG00000170788.14
10	80344745	80368073	+	DYDC2	ENSG00000133665.13
10	80407829	80437115	+	PRXL2A	ENSG00000122378.14
10	80454166	80533124	+	TSPAN14	ENSG00000108219.15
10	80537902	80646560	+	SH2D4B	ENSG00000178217.14
10	81875194	82987179	+	NRG3	ENSG00000185737.13
10	84139509	84153568	+	GHITM	ENSG00000165678.21
10	84173801	84185294	+	C10orf99	ENSG00000188373.5
10	84194537	84219621	+	CDHR1	ENSG00000148600.15
10	84220571	84225544	-	LRIT2	ENSG00000204033.10
10	84230666	84259960	+	RGR	ENSG00000148604.15
10	84231520	84241546	-	LRIT1	ENSG00000148602.6
10	84328586	84518521	+	CCSER2	ENSG00000107771.17
10	85599552	86366795	-	GRID1	ENSG00000182771.19
10	86435256	86521792	-	WAPL	ENSG00000062650.19
10	86654547	86666848	+	OPN4	ENSG00000122375.12
10	86668507	86736072	+	LDB3	ENSG00000122367.20
10	86756601	86932825	+	BMPR1A	ENSG00000107779.14
10	86935540	86969481	-	MMRN2	ENSG00000173269.14
10	86958599	86963258	+	SNCG	ENSG00000173267.14
10	86968432	86983934	+	ADIRF	ENSG00000148671.14
10	87020294	87024730	+	FAM25A	ENSG00000188100.9
10	87050202	87094843	-	GLUD1	ENSG00000148672.9
10	87094161	87191465	+	SHLD2	ENSG00000122376.12
10	87225448	87236908	+	NUTM2A	ENSG00000184923.12
10	87357720	87370695	+	NUTM2D	ENSG00000214562.15
10	87504875	87553461	+	MINPP1	ENSG00000107789.16
10	87659613	87747705	+	PAPSS2	ENSG00000198682.13
10	87751512	87841343	-	ATAD1	ENSG00000138138.13
10	87859158	87863533	-	KLLN	ENSG00000227268.5
10	87863625	87971930	+	PTEN	ENSG00000171862.11
10	88273864	88584530	-	RNLS	ENSG00000184719.12
10	88586753	88606976	+	LIPJ	ENSG00000204022.9
10	88664441	88678814	+	LIPF	ENSG00000182333.15
10	88724544	88752756	+	LIPK	ENSG00000204021.4
10	88759982	88779626	+	LIPN	ENSG00000204020.6
10	88802730	88820546	+	LIPM	ENSG00000173239.14
10	88819896	88851844	-	ANKRD22	ENSG00000152766.6
10	88879734	88975153	+	STAMBPL1	ENSG00000138134.12
10	88935074	88991339	-	ACTA2	ENSG00000107796.13
10	88990531	89017059	+	FAS	ENSG00000026103.22
10	89205629	89207317	-	CH25H	ENSG00000138135.7
10	89213569	89414557	-	LIPA	ENSG00000107798.18
10	89283694	89309271	+	IFIT2	ENSG00000119922.10
10	89327997	89340971	+	IFIT3	ENSG00000119917.14
10	89378056	89385205	+	IFIT1B	ENSG00000204010.3
10	89392546	89406487	+	IFIT1	ENSG00000185745.10
10	89414568	89420997	+	IFIT5	ENSG00000152778.9
10	89430299	89556641	-	SLC16A12	ENSG00000152779.14
10	89579497	89645572	-	PANK1	ENSG00000152782.16
10	89701590	89774939	+	KIF20B	ENSG00000138182.15
10	90740823	90858039	-	HTR7	ENSG00000148680.16
10	90871952	90908553	+	RPP30	ENSG00000148688.14
10	90912096	90921087	-	ANKRD1	ENSG00000148677.7
10	91163012	91284337	+	PCGF5	ENSG00000180628.15
10	91409280	91514829	+	HECTD2	ENSG00000165338.17
10	91628442	91633071	-	PPP1R3C	ENSG00000119938.9
10	91798426	91865475	+	TNKS2	ENSG00000107854.6
10	91906584	91909486	-	FGFBP3	ENSG00000174721.10
10	91923770	92030325	+	BTAF1	ENSG00000095564.14
10	92046692	92291078	-	CPEB3	ENSG00000107864.15
10	92291167	92353964	+	MARCHF5	ENSG00000198060.10
10	92451684	92574096	-	IDE	ENSG00000119912.18
10	92574105	92655395	+	KIF11	ENSG00000138160.7
10	92689955	92695647	+	HHEX	ENSG00000152804.11
10	92826831	93059493	+	EXOC6	ENSG00000138190.17
10	93060798	93069540	+	CYP26C1	ENSG00000187553.10
10	93073475	93077885	+	CYP26A1	ENSG00000095596.12
10	93306429	93482334	-	MYOF	ENSG00000138119.17
10	93496612	93529092	+	CEP55	ENSG00000138180.16
10	93566665	93604480	+	FFAR4	ENSG00000186188.11
10	93591687	93601744	-	RBP4	ENSG00000138207.14
10	93612537	93666010	+	PDE6C	ENSG00000095464.10
10	93667883	93702592	-	FRA10AC1	ENSG00000148690.12
10	93757840	93806272	+	LGI1	ENSG00000108231.14
10	93893973	93956062	+	SLC35G1	ENSG00000176273.15
10	93993931	94332823	+	PLCE1	ENSG00000138193.16
10	94333226	94362959	-	NOC3L	ENSG00000173145.11
10	94402541	94536332	+	TBC1D12	ENSG00000108239.9
10	94501434	94613905	+	HELLS	ENSG00000119969.15
10	94683729	94736190	+	CYP2C18	ENSG00000108242.13
10	94688154	94853073	+	AL583836.1	ENSG00000276490.1
10	94762681	94855547	+	CYP2C19	ENSG00000165841.11
10	94938658	94990091	+	CYP2C9	ENSG00000138109.11
10	95036772	95069497	-	CYP2C8	ENSG00000138115.14
10	95194200	95228928	+	ACSM6	ENSG00000173124.14
10	95237572	95291012	-	PDLIM1	ENSG00000107438.9
10	95311771	95561414	-	SORBS1	ENSG00000095637.22
10	95605941	95656711	-	ALDH18A1	ENSG00000059573.9
10	95663396	95694143	-	TCTN3	ENSG00000119977.21
10	95711779	95877266	+	ENTPD1	ENSG00000138185.20
10	95860548	95924844	+	AL365273.2	ENSG00000270099.1
10	95907603	96033745	+	CC2D2B	ENSG00000188649.15
10	96043394	96060870	+	CCNJ	ENSG00000107443.16
10	96129715	96205288	+	ZNF518A	ENSG00000177853.14
10	96189171	96271587	-	BLNK	ENSG00000095585.17
10	96304409	96338564	+	DNTT	ENSG00000107447.8
10	96343221	96359365	-	OPALIN	ENSG00000197430.11
10	96364608	96513926	-	TLL2	ENSG00000095587.9
10	96518110	96587452	-	TM9SF3	ENSG00000077147.16
10	96593315	96720514	-	PIK3AP1	ENSG00000155629.15
10	96832254	96995956	+	LCOR	ENSG00000196233.14
10	96998038	97185959	-	SLIT1	ENSG00000187122.17
10	97153045	97292637	-	ARHGAP19-SLIT1	ENSG00000269891.2
10	97222173	97292673	-	ARHGAP19	ENSG00000213390.11
10	97319271	97321915	+	FRAT1	ENSG00000165879.9
10	97332497	97334729	-	FRAT2	ENSG00000181274.7
10	97356358	97426076	-	RRP12	ENSG00000052749.14
10	97426191	97433444	+	PGAM1	ENSG00000171314.9
10	97435909	97446017	-	EXOSC1	ENSG00000171311.13
10	97446170	97457370	+	ZDHHC16	ENSG00000171307.19
10	97458324	97498794	-	MMS19	ENSG00000155229.21
10	97498924	97571206	+	UBTD1	ENSG00000165886.5
10	97572499	97583884	+	ANKRD2	ENSG00000165887.12
10	97584323	97612802	+	HOGA1	ENSG00000241935.9
10	97584374	97673910	+	AL355315.1	ENSG00000249967.1
10	97589721	97590934	+	C10orf62	ENSG00000203942.5
10	97614553	97633500	-	MORN4	ENSG00000171160.18
10	97640686	97676434	+	PI4K2A	ENSG00000155252.13
10	97677424	97687241	-	AVPI1	ENSG00000119986.7
10	97713173	97718150	+	MARVELD1	ENSG00000155254.13
10	97737121	97760907	+	ZFYVE27	ENSG00000155256.17
10	97766751	97771999	-	SFRP5	ENSG00000120057.5
10	97849843	97871580	+	GOLGA7B	ENSG00000155265.11
10	97865000	98030828	-	CRTAC1	ENSG00000095713.14
10	98134624	98244897	+	R3HCC1L	ENSG00000166024.14
10	98247690	98268194	-	LOXL4	ENSG00000138131.4
10	98383565	98415182	-	PYROXD2	ENSG00000119943.13
10	98416198	98446947	-	HPS1	ENSG00000107521.19
10	98457077	99235862	-	HPSE2	ENSG00000172987.13
10	99329356	99394330	+	CNNM1	ENSG00000119946.11
10	99396870	99430624	-	GOT1	ENSG00000120053.12
10	99532942	99536524	+	NKX2-3	ENSG00000119919.11
10	99610522	99620609	-	SLC25A28	ENSG00000155287.11
10	99651595	99732112	-	AL133353.2	ENSG00000285932.1
10	99659509	99711241	+	ENTPD7	ENSG00000198018.7
10	99702558	99756134	+	CUTC	ENSG00000119929.13
10	99710868	99732127	-	COX15	ENSG00000014919.13
10	99782640	99852594	+	ABCC2	ENSG00000023839.12
10	99875577	100009947	-	DNMBP	ENSG00000107554.17
10	100042193	100081869	-	CPN1	ENSG00000120054.12
10	100150094	100186033	-	ERLIN1	ENSG00000107566.14
10	100188300	100229596	-	CHUK	ENSG00000213341.11
10	100232298	100267680	-	CWF19L1	ENSG00000095485.18
10	100273280	100286680	-	BLOC1S2	ENSG00000196072.12
10	100288149	100330264	-	PKD2L1	ENSG00000107593.17
10	100347233	100364826	+	SCD	ENSG00000099194.6
10	100463009	100483744	+	WNT8B	ENSG00000075290.8
10	100486646	100519864	-	SEC31B	ENSG00000075826.17
10	100505628	100529881	-	AL133352.1	ENSG00000255339.6
10	100523740	100530000	-	NDUFB8	ENSG00000166136.16
10	100529072	100559998	+	HIF1AN	ENSG00000166135.14
10	100735603	100829944	+	PAX2	ENSG00000075891.22
10	100912963	100965134	+	SLF2	ENSG00000119906.13
10	100969458	100987515	-	MRPL43	ENSG00000055950.16
10	100969518	100985871	+	SEMA4G	ENSG00000095539.15
10	100987367	100994403	+	TWNK	ENSG00000107815.10
10	100996618	101007836	+	LZTS2	ENSG00000107816.17
10	101007679	101032295	-	PDZD7	ENSG00000186862.20
10	101031234	101041244	+	SFXN3	ENSG00000107819.13
10	101061989	101068131	+	KAZALD1	ENSG00000107821.15
10	101131300	101137789	+	TLX1	ENSG00000107807.13
10	101226195	101229794	-	LBX1	ENSG00000138136.6
10	101354033	101557321	+	BTRC	ENSG00000166167.18
10	101570560	101609662	+	DPCD	ENSG00000166171.13
10	101578882	101588270	-	POLL	ENSG00000166169.17
10	101610664	101695295	-	FBXW4	ENSG00000107829.15
10	101770130	101780369	-	FGF8	ENSG00000107831.13
10	101781325	101783413	-	NPM3	ENSG00000107833.10
10	101784443	101818465	-	OGA	ENSG00000198408.14
10	101825974	101843920	-	KCNIP2	ENSG00000120049.20
10	101845599	102056193	-	ARMH3	ENSG00000120029.13
10	102065349	102068036	+	HPS6	ENSG00000166189.8
10	102106489	102120368	-	LDB1	ENSG00000198728.11
10	102132994	102150333	+	PPRC1	ENSG00000148840.11
10	102152176	102163871	+	NOLC1	ENSG00000166197.17
10	102226299	102229589	+	ELOVL3	ENSG00000119915.5
10	102230186	102241512	-	PITX3	ENSG00000107859.10
10	102245371	102382899	+	GBF1	ENSG00000107862.6
10	102394110	102402524	+	NFKB2	ENSG00000077150.20
10	102402617	102421539	-	PSD	ENSG00000059915.17
10	102419189	102423136	+	FBXL15	ENSG00000107872.13
10	102423245	102432584	-	CUEDC2	ENSG00000107874.11
10	102449837	102451543	-	C10orf95	ENSG00000120055.7
10	102461395	102477045	+	MFSD13A	ENSG00000138111.14
10	102461881	102502712	-	ACTR1A	ENSG00000138107.13
10	102503972	102633535	+	SUFU	ENSG00000107882.12
10	102644479	102658318	+	TRIM8	ENSG00000171206.15
10	102673731	102714397	-	ARL3	ENSG00000138175.9
10	102714538	102743492	+	SFXN2	ENSG00000156398.13
10	102743948	102834516	+	WBP1L	ENSG00000166272.18
10	102830531	102837472	-	CYP17A1	ENSG00000148795.7
10	102854259	102864961	+	BORCS7	ENSG00000166275.16
10	102854272	102901899	+	BORCS7-ASMT	ENSG00000270316.1
10	102869470	102901899	+	AS3MT	ENSG00000214435.8
10	102918294	103090222	+	CNNM2	ENSG00000148842.18
10	103087185	103277605	-	NT5C2	ENSG00000076685.19
10	103245887	103248016	+	RPEL1	ENSG00000235376.5
10	103277138	103290346	+	INA	ENSG00000148798.11
10	103302796	103351144	-	PCGF6	ENSG00000156374.16
10	103367976	103389065	+	TAF5	ENSG00000148835.11
10	103389041	103396492	-	ATP5MD	ENSG00000173915.16
10	103396626	103446294	+	PDCD11	ENSG00000148843.15
10	103446786	103452402	-	CALHM2	ENSG00000138172.11
10	103453240	103458900	-	CALHM1	ENSG00000185933.7
10	103472804	103479240	-	CALHM3	ENSG00000183128.7
10	103493979	103592552	+	NEURL1	ENSG00000107954.10
10	103594027	103855543	-	SH3PXD2A	ENSG00000107957.16
10	103877569	103918184	-	STN1	ENSG00000107960.11
10	103967140	104029233	+	SLK	ENSG00000065613.15
10	104031286	104085880	-	COL17A1	ENSG00000065618.21
10	104122058	104126385	+	SFR1	ENSG00000156384.14
10	104129888	104232364	-	CFAP43	ENSG00000197748.13
10	104235356	104267459	+	GSTO1	ENSG00000148834.13
10	104268873	104304950	+	GSTO2	ENSG00000065621.15
10	104309698	104338465	-	ITPRIP	ENSG00000148841.17
10	104353833	104455102	+	CFAP58	ENSG00000120051.15
10	104641290	105265242	+	SORCS3	ENSG00000156395.13
10	106573663	107164534	-	SORCS1	ENSG00000108018.15
10	109864766	109923553	-	XPNPEP1	ENSG00000108039.18
10	109996368	110135565	+	ADD3	ENSG00000148700.15
10	110207605	110287365	+	MXI1	ENSG00000119950.21
10	110290730	110304938	-	SMNDC1	ENSG00000119953.14
10	110497907	110511533	+	DUSP5	ENSG00000138166.6
10	110567695	110606048	+	SMC3	ENSG00000108055.10
10	110644336	110839468	+	RBM20	ENSG00000203867.8
10	110871795	110900006	+	PDCD4	ENSG00000150593.18
10	110898730	110919201	-	BBIP1	ENSG00000214413.9
10	110919593	111013666	+	SHOC2	ENSG00000108061.12
10	111077029	111080907	+	ADRA2A	ENSG00000150594.7
10	112149865	112215377	-	GPAM	ENSG00000119927.14
10	112283400	112305038	+	TECTB	ENSG00000119913.6
10	112374018	112428380	+	ACSL5	ENSG00000197142.10
10	112424428	112446917	-	ZDHHC6	ENSG00000023041.11
10	112446998	112818744	+	VTI1A	ENSG00000151532.14
10	112950247	113167678	+	TCF7L2	ENSG00000148737.17
10	113550837	113589602	+	HABP2	ENSG00000148702.15
10	113588714	113664070	-	NRAP	ENSG00000197893.14
10	113679162	113730907	+	CASP7	ENSG00000165806.21
10	113751262	113783429	+	PLEKHS1	ENSG00000148735.15
10	113834725	113854383	-	DCLRE1A	ENSG00000198924.8
10	113854661	113917194	+	NHLRC2	ENSG00000196865.4
10	114043866	114046904	+	ADRB1	ENSG00000043591.6
10	114120862	114174232	-	CCDC186	ENSG00000165813.20
10	114179270	114232304	+	TDRD1	ENSG00000095627.9
10	114239254	114294489	+	VWA2	ENSG00000165816.13
10	114294824	114404756	-	AFAP1L2	ENSG00000169129.15
10	114431113	114768061	-	ABLIM1	ENSG00000099204.20
10	114821744	114899832	+	FAM160B1	ENSG00000151553.15
10	114938195	114977676	+	TRUB1	ENSG00000165832.6
10	115093365	115948999	+	ATRNL1	ENSG00000107518.18
10	116056925	116273284	-	GFRA1	ENSG00000151892.15
10	116324448	116380029	+	CCDC172	ENSG00000182645.6
10	116427847	116477957	+	PNLIPRP3	ENSG00000203837.5
10	116545931	116567855	+	PNLIP	ENSG00000175535.6
10	116590385	116609175	+	PNLIPRP1	ENSG00000187021.15
10	116663696	116670264	-	C10orf82	ENSG00000165863.17
10	116671192	116850251	-	HSPA12A	ENSG00000165868.16
10	116849499	116911788	+	ENO4	ENSG00000188316.15
10	116881477	117126586	-	SHTN1	ENSG00000187164.20
10	117128521	117138301	-	VAX1	ENSG00000148704.13
10	117197489	117210299	+	KCNK18	ENSG00000186795.1
10	117241093	117279430	+	SLC18A2	ENSG00000165646.14
10	117277274	117375440	-	PDZD8	ENSG00000165650.12
10	117542445	117549546	+	EMX2	ENSG00000170370.12
10	118004916	118046941	-	RAB11FIP2	ENSG00000107560.12
10	118297925	118342328	-	FAM204A	ENSG00000165669.14
10	118589997	118595648	-	PRLHR	ENSG00000119973.6
10	118674167	118755249	-	CACUL1	ENSG00000151893.15
10	119029714	119033730	+	NANOS1	ENSG00000188613.7
10	119033670	119080823	-	EIF3A	ENSG00000107581.13
10	119104086	119137984	+	DENND10	ENSG00000119979.18
10	119140767	119165714	-	SFXN4	ENSG00000183605.17
10	119167720	119178812	-	PRDX3	ENSG00000165672.7
10	119207571	119459745	+	GRK5	ENSG00000198873.12
10	119499817	119542719	-	RGS10	ENSG00000148908.15
10	119571802	119597029	-	TIAL1	ENSG00000151923.17
10	119651380	119677819	+	BAG3	ENSG00000151929.10
10	119726042	119829147	+	INPP5F	ENSG00000198825.15
10	119829404	119892556	-	MCMBP	ENSG00000197771.13
10	119892730	119944657	+	SEC23IP	ENSG00000107651.13
10	120457227	120592065	+	PLPP4	ENSG00000203805.11
10	120851305	120909524	+	WDR11	ENSG00000120008.16
10	121478332	121598458	-	FGFR2	ENSG00000066468.23
10	121740424	121928492	-	ATE1	ENSG00000107669.18
10	121957091	121975217	-	NSMCE4A	ENSG00000107672.15
10	121989163	122254545	+	TACC2	ENSG00000138162.19
10	122271296	122338159	+	BTBD16	ENSG00000138152.10
10	122374696	122442602	+	PLEKHA1	ENSG00000107679.14
10	122454653	122457352	+	ARMS2	ENSG00000254636.1
10	122458551	122514907	+	HTRA1	ENSG00000166033.13
10	122560665	122643736	+	DMBT1	ENSG00000187908.20
10	122672850	122679494	+	AL603764.2	ENSG00000286135.1
10	122697709	122699846	-	C10orf120	ENSG00000183559.12
10	122832158	122846175	-	CUZD1	ENSG00000138161.14
10	122832167	122879583	-	AC073585.1	ENSG00000286088.1
10	122849078	122879641	-	FAM24B	ENSG00000213185.7
10	122910610	122913111	+	FAM24A	ENSG00000203795.3
10	122930901	122954311	-	C10orf88	ENSG00000119965.13
10	122954381	122997513	+	PSTK	ENSG00000179988.15
10	122990807	123008812	-	IKZF5	ENSG00000095574.12
10	123008979	123058290	+	ACADSB	ENSG00000196177.13
10	123135970	123139423	+	HMX3	ENSG00000188620.11
10	123148122	123150672	+	HMX2	ENSG00000188816.3
10	123154402	123170467	+	BUB3	ENSG00000154473.18
10	123666355	123697399	+	GPR26	ENSG00000154478.4
10	123706207	123940267	-	CPXM2	ENSG00000121898.13
10	124007668	124093598	-	CHST15	ENSG00000182022.18
10	124397303	124418976	-	OAT	ENSG00000065154.12
10	124445243	124450035	-	NKX1-2	ENSG00000229544.9
10	124461823	124617888	+	LHPP	ENSG00000107902.14
10	124617080	124791727	-	AC068896.1	ENSG00000258539.1
10	124619292	124744378	-	FAM53B	ENSG00000189319.14
10	124748149	124791887	-	EEF1AKMT2	ENSG00000203791.15
10	124801819	124836667	+	ABRAXAS2	ENSG00000165660.8
10	124942123	124988189	+	ZRANB1	ENSG00000019995.6
10	124984317	125161170	-	CTBP2	ENSG00000175029.17
10	125576522	125683163	-	TEX36	ENSG00000175018.13
10	125719515	125764143	+	EDRF1	ENSG00000107938.18
10	125753580	125775821	-	MMP21	ENSG00000154485.5
10	125784980	125823258	-	UROS	ENSG00000188690.15
10	125823546	125853695	+	BCCIP	ENSG00000107949.17
10	125836337	125896436	-	DHX32	ENSG00000089876.12
10	125896564	126009592	+	FANK1	ENSG00000203780.12
10	126012381	126388455	-	ADAM12	ENSG00000148848.14
10	126424997	126798708	-	C10orf90	ENSG00000154493.19
10	126905409	127452517	+	DOCK1	ENSG00000150760.13
10	127135426	127196591	-	INSYN2A	ENSG00000188916.9
10	127549309	127553540	+	NPS	ENSG00000214285.3
10	127737185	127741183	+	FOXI2	ENSG00000186766.8
10	127877841	127892941	-	CLRN3	ENSG00000180745.5
10	127907103	128085855	+	PTPRE	ENSG00000132334.17
10	128096659	128126423	-	MKI67	ENSG00000148773.14
10	129467190	129770983	+	MGMT	ENSG00000170430.10
10	129835233	129973053	-	EBF3	ENSG00000108001.15
10	130020025	130110830	-	C10orf143	ENSG00000237489.5
10	130136391	130184521	+	GLRX3	ENSG00000108010.12
10	131092391	131311721	-	TCERG1L	ENSG00000176769.9
10	131901008	131959834	+	PPP2R2D	ENSG00000175470.20
10	131966455	131982013	-	BNIP3	ENSG00000176171.11
10	132036336	132184858	+	JAKMIP3	ENSG00000188385.12
10	132186948	132205759	+	DPYSL4	ENSG00000151640.13
10	132207492	132331847	-	STK32C	ENSG00000165752.17
10	132332154	132381508	+	LRRC27	ENSG00000148814.18
10	132397168	132417859	+	PWWP2B	ENSG00000171813.14
10	132537787	132783480	+	INPP5A	ENSG00000068383.19
10	132783179	132786147	-	NKX6-2	ENSG00000148826.9
10	132808392	132942823	-	CFAP46	ENSG00000171811.14
10	133070929	133131675	+	ADGRA1	ENSG00000197177.15
10	133160219	133226412	+	KNDC1	ENSG00000171798.18
10	133230217	133231558	+	UTF1	ENSG00000171794.4
10	133237855	133241928	+	VENTX	ENSG00000151650.8
10	133262420	133276868	-	ADAM8	ENSG00000151651.16
10	133278630	133312337	-	TUBGCP2	ENSG00000130640.13
10	133308914	133313162	+	ZNF511	ENSG00000198546.15
10	133309410	133352529	+	ZNF511-PRAP1	ENSG00000283496.1
10	133324072	133336935	-	CALY	ENSG00000130643.9
10	133347368	133352683	+	PRAP1	ENSG00000165828.15
10	133355158	133358025	-	FUOM	ENSG00000148803.12
10	133362485	133373354	-	ECHS1	ENSG00000127884.5
10	133379261	133391694	+	PAOX	ENSG00000148832.16
10	133380017	133420271	+	AL360181.3	ENSG00000254536.2
10	133394094	133422520	+	MTG1	ENSG00000148824.19
10	133420666	133424572	-	SPRN	ENSG00000203772.7
10	133453928	133523558	+	SCART1	ENSG00000214279.13
10	133520406	133561220	+	CYP2E1	ENSG00000130649.10
10	133553901	133569835	-	SYCE1	ENSG00000171772.17
10	133623895	133626795	-	FRG2B	ENSG00000225899.8
11	167784	207428	-	BET1L	ENSG00000177951.17
11	193078	194575	+	SCGB1C1	ENSG00000188076.3
11	196761	200261	+	ODF3	ENSG00000177947.14
11	207511	215113	+	RIC8A	ENSG00000177963.14
11	215030	236931	-	SIRT3	ENSG00000142082.15
11	236966	252984	+	PSMD13	ENSG00000185627.18
11	278407	285388	+	NLRP6	ENSG00000174885.13
11	289126	296107	+	PGGHG	ENSG00000142102.16
11	298200	299526	-	IFITM5	ENSG00000206013.2
11	307631	315272	+	IFITM2	ENSG00000185201.16
11	313506	315272	+	IFITM1	ENSG00000185885.16
11	319676	327537	-	IFITM3	ENSG00000142089.16
11	369499	382117	+	B4GALNT4	ENSG00000182272.12
11	392614	404908	+	PKP3	ENSG00000184363.10
11	405716	417455	-	SIGIRR	ENSG00000185187.13
11	417933	442011	-	ANO9	ENSG00000185101.13
11	448268	491399	+	PTDSS2	ENSG00000174915.12
11	494512	507300	-	RNH1	ENSG00000023191.17
11	532242	537287	-	HRAS	ENSG00000174775.17
11	537527	554912	+	LRRC56	ENSG00000161328.11
11	554850	560738	-	LMNTD2	ENSG00000185522.9
11	560404	564025	+	RASSF7	ENSG00000099849.15
11	576470	612222	+	PHRF1	ENSG00000070047.13
11	612553	615983	-	IRF7	ENSG00000185507.21
11	616577	626078	-	CDHR5	ENSG00000099834.19
11	626309	627181	-	SCT	ENSG00000070031.4
11	637269	640706	+	DRD4	ENSG00000069696.7
11	644233	706715	-	DEAF1	ENSG00000177030.17
11	694438	727727	+	EPS8L2	ENSG00000177106.16
11	695428	705028	+	TMEM80	ENSG00000177042.14
11	747415	765012	+	TALDO1	ENSG00000177156.11
11	767220	777488	-	GATD1	ENSG00000177225.17
11	787115	790113	-	CEND1	ENSG00000184524.6
11	790475	798281	-	SLC25A22	ENSG00000177542.11
11	797511	799190	+	AP006621.6	ENSG00000288675.1
11	799179	809753	-	PIDD1	ENSG00000177595.18
11	809965	812880	+	RPLP2	ENSG00000177600.9
11	818914	825573	+	PNPLA2	ENSG00000177666.17
11	826144	831991	+	CRACR2B	ENSG00000177685.17
11	832887	839831	+	CD151	ENSG00000177697.19
11	837356	842529	-	POLR2L	ENSG00000177700.6
11	842812	867116	+	TSPAN4	ENSG00000214063.11
11	867859	915058	-	CHID1	ENSG00000177830.18
11	924894	1012245	+	AP2A2	ENSG00000183020.14
11	1012823	1036718	-	MUC6	ENSG00000184956.16
11	1074875	1110511	+	MUC2	ENSG00000198788.9
11	1157953	1201138	+	MUC5AC	ENSG00000215182.8
